title,author,label
Sanju Samson named ICC men’s Player of the Month for March. Samson did not get to play in the early part of the tournament but was the standout performer in the big games towards the end and helped India retain the title,The Hindu,0
"Elephant strays into Doddabetta Peak; tourist attraction closed. Officials said the animal is a sub-adult, which may have recently split from its herd and is trying to find a niche for itself to occupy in the fragmented Nilgiri Biosphere Reserve (NBR) landscape.",The Hindu,0
PM Modi inaugurates Delhi-Dehradun expressway. The Prime Minister inspected the wildlife corridor on the elevated section of the Delhi-Dehradun economic corridor; he also held a roadshow in Saharanpur,The Hindu,0
"Watch: India’s electric mobility: What’s driving it and what’s next | The Climate Economy. India’s electric vehicle transition is accelerating, with over 24.5 lakh EV sales in FY26, led by two- and three-wheelers. While EV battery fires have made headlines, data shows such incidents remain rare compared with ICE vehicles. Policy support like FAME-II, rising fossil fuel costs, and behavioural shifts have driven adoption. But scaling electric motorcycles, buses, and clean energy will be key to the next phase.",The Hindu,0
"Crude oil demand to see biggest quarterly plunge since Covid: IEA. Russia earned $19 billion last month as crude and oil product exports soared to 7.1 million barrels per day from just 320,000 barrels a day in February, the IEA said",The Hindu,0
"Varun Dhawan’s ‘Hai Jawani Toh Ishq Hona Hai’ first-look teaser out; film gets new release date. Directed by David Dhawan, ‘Hai Jawani Toh Ishq Hona Hai’ also features Maniesh Paul, Chunky Pandey, Jimmy Shergill, and Mouni Roy",The Hindu,0
Watch: Hungary for change: On Victor Orban’s ouster | The Hindu Editorial. Hungary has delivered a historic political upset as Viktor Orbán is voted out after two decades in power,The Hindu,0
"If BJP were playing petty politics, Tamil Nadu would not have got first PM Mitra Park, says Piyush Goyal. The first such park was sanctioned in Tamil Nadu’s Virudhunagar, and not in any State ruled by the BJP or NDA, says Union Minister for Commerce and Industry",The Hindu,0
Parts of Telangana may see normal rainfall in 2026. India forecast to receive below normal monsoon this year,The Hindu,0
"Postpone West Bengal polls until all voters are on rolls, says Adhir Ranjan Chowdhury. Five-time Congress MP and former leader of the party in Lok Sabha Adhir Ranjan Chowdhury says incomplete electoral rolls and the Election Commission of India’s SIR process threaten free and fair elections ahead of the West Bengal Assembly elections 2026",The Hindu National,0
"Mumbai to roll out first non-AC closed-door local train to tackle overcrowding. The Integral Coach Factory in Chennai developed the 12-car train featuring compartments, large windows, reasonable leg space, and space to luggage",The Hindu National,0
"U.P. announces interim hike in minimum wages across categories after Noida protest. Unskilled workers in Noida and Ghaziabad will get a 21% increase in their wages; those in municipalities will receive a 15% raise, while workers in other areas will see a 9% increase",The Hindu National,0
"Search intensifies for man feared fallen into stream in J&K’s Ramban after assault by cow vigilantes. A Special Investigation Team has been constituted and four people have been arrested in connection with the case, which triggered widespread protests and tension in the district along the Jammu-Srinagar National Highway",The Hindu National,0
"Udhayanidhi Stalin’s assets: Plea in Madras High Court seeks I-T dept. probe. Chief Justice Sushrut Arvind Dharmadhikari and Justice G. Arul Murugan slated to hear the case, filed by a voter from Chepauk-Triplicane constituency, on Wednesday",The Hindu National,0
"Stark reality of Viksit Bharat: Rahul Gandhi slams Centre over Noida workers’ protest. “What unfolded on the streets of Noida yesterday was the final cry of this nation’s workers - a voice that went unheard at every turn, a voice weary from ceaseless pleading,” Rahul Gandhi said",The Hindu National,0
"PM Modi meets Vice-President on Tamil New Year. Separately, Mr. Radhakrishnan greeted people on the occasion of Puthandu, Baisakhi, Rongali Bihu, Maha Bishuba Pana Sankranti, Poila Boishakh and Vishu",The Hindu National,0
BCYP chief Bode Ramachandra Yadav’s hunger strike enters third day in Guntur. BCYP leader Bode Ramachandra Yadav’s hunger strike entered its third day in Guntur as protesters blocked the national highway and 30 were shifted to a police station,The Hindu National,0
Tamil Nadu Assembly election 2026: Congress releases manifesto; D.K. Shivakumar hits out at Vijay’s remarks. He terms the TVK president an ‘immature politician’ in response to the latter claiming that the ‘real Congress’ was with his party at a public meeting in Tirunelveli recently,The Hindu National,0
New Prachand Light Combat Helicopter production line inaugurated in Tumakuru. The New Helicopter Facility is a state-of-the-art greenfield facility established for the production of Light Utility Helicopter (LUH) and Prachand LCH,The Hindu National,0
"T.N. Assembly election: CPI(M) manifesto pitches electoral reforms, State autonomy, and pro-labour measures. It also calls for a complete ban on corporate donations to political parties and opposes the privatisation of public sector undertakings",The Hindu National,0
Cyber Crime Wing tracks piracy links in Jana Nayagan case. Six persons were arrested in connection with the incident on Sunday,The Hindu National,0
"‘I consider all the criticism coming my way as stepping stones in life’ NTK transgender candidate Roshini. S. Roshini, the Villivakkam candidate of the Naam Tamilar Katchi (NTK) and the party’s transgender face in the fray, takes her campaign trail through its narrow streets.",The Hindu National,0
"Tamil Nadu elections: Stalin interacts with voters during morning walk in K.V. Kuppam constituency. Mr. Stalin set out on a morning walk in the K.V. Kuppam town area, where he stopped at a small tea shop, interacted with locals, and canvassed votes in favour of the DMK and its allies",The Hindu National,0
"Telangana Civil Supplies dept takes seriousnote of delays in Commercial LPG delivery; 5,079 domestic cylinders seized in 1 month",The Hindu National,0
"Transport Minister urges Telangana RTC employee unions to withdraw proposed strike, hold talks. Ill-timed strike would affect passengers and and affect the organisation’s recovery, says Ponnam Prabhakar",The Hindu National,0
"Tamil Nadu Assembly election 2026: party manifestos. This is a compilation of poll manifestos released by prominent political parties in Tamil Nadu ahead of the State Assembly election scheduled to be held on April 23, 2026",The Hindu National,0
"‘Complete mockery of democracy’: Congress slams govt for not sharing Constitution amendment bills. Congress's whip in the Lok Sabha, Manickam Tagore, also slammed the government over the ""special session"" being ""rushed"", right at the peak of election campaigning in Tamil Nadu and West Bengal",The Hindu National,0
"SC agrees to hear plea to implement disability-sensitive guidelines for welfare insurance schemes. The plea has sought a direction that claims under such welfare insurance schemes be decided on a case-by-case basis through reasoned, humane and non-mechanical decision-making processes",The Hindu National,0
"Hyderabad paediatrician Sivaranjani Santosh quits IAP citing lack of institutional support after receiving legal notice. She points out that global paediatric bodies advise caution regarding long-term use of artificial sweeteners in children, citing insufficient evidence on their impact on gut microbiota and potential metabolic risks, including diabetes",The Hindu National,0
"Night crowds, parked vehicles choke traffic on Hyderabad’s Durgam Cheruvu bridge, commuters frustrated. Selfies and illegal parking turn key IT corridor link into a nightly bottleneck",The Hindu National,0
"Foreign secretary Misri reaches Berlin for India-Germany Foreign Office consultations. Discussions expected to cover diverse domains of bilateral cooperation, including trade and investment, defence and security, technology, green energy, development cooperation, education and people-to-people ties as well as global and regional matters of mutual interest.",The Hindu International,0
"West Asia conflict threatens to push 2.5 million people in India into poverty: UNDP report. “In India, poverty is expected to rise from around 4,00,000 to 2.5 million,” the report said",The Hindu International,0
Trump’s genocidal threat to Iran and an elusive deal,The Hindu International,0
"Trump deletes Jesus post of himself after outcry. Asked about the post, Mr. Trump denied that he was trying to look like Jesus Christ",The Hindu International,0
Japan volcano erupts sending plumes of ash 3.4 km high. The eruption of Sakurajima was the first major eruption since December 13,The Hindu International,0
Hungary for change: On Victor Orban’s ouster. Peter Magyar’s win may reverse hard-right domestic and foreign policies,The Hindu International,0
"Made lot of progress, ball in Iran’s court: Vance. The U.S. and Iran failed to reach an agreement in the 21-hour marathon peace talks in Islamabad over the weekend, with Washington insisting that Tehran refused to give up its right over enrichment of nuclear fuel",The Hindu International,0
Canadian PM Mark Carney secures majority government in special election. Voters cast ballots for three vacant seats of the 343 districts represented in Parliament,The Hindu International,0
"U.S., Iran leave door open to dialogue after tense Islamabad talks. Despite numerous obstacles to ​peace, both sides appear to have strong reasons to consider de-escalation",The Hindu International,0
"Donald Trump vows U.S. will sink any Iran boats that challenge blockade. The U.S. military said the blockade would begin at 1930 hours IST and apply to all ships leaving or seeking to dock at Iranian harbours, but as the deadline passed there was no announcement that the measure had come into effect, nor sign of any interceptions",The Hindu International,0
Israel-Iran war highlights: Trump vows to destroy Iranian warships that get near U.S. blockade. Pakistan’s Prime Minister Shehbaz Sharif said a ceasefire between the United States and Iran was “holding” and that efforts were under way to reach an agreement,The Hindu International,0
"Hezbollah chief urges Lebanese government to cancel Washington talks with Israel. Hundreds of Hezbollah supporters protested on Friday (April 10, 2026) and Saturday (April 11, 2026) against the planned talks, accusing Lebanese Prime Minister Nawaf Salam of being a ""zionist""",The Hindu International,0
U.S. lawmaker Swalwell resigns over sexual misconduct allegations. Eric Swalwell's troubles escalated rapidly over the weekend as reports in the San Francisco Chronicle and CNN detailed allegations from four women,The Hindu International,0
"Trump nominates former lawmaker Michelle Steel as U.S. ambassador to South Korea. A senior State Department ​official, Kevin Kim, ‌has been serving as acting ambassador since last October",The Hindu International,0
"IMF, World Bank, IEA urge countries to stop hoarding energy supplies, imposing export controls. IEA Executive Director Birol said earlier that the conflict had triggered the worst global energy disruption ever, with more than 80 ‌oil and gas facilities across West Asia damaged to date.",The Hindu International,0
Israeli fire kills three in Gaza following new ceasefire talks. Medics said the strike had hit a group of men outside a school in Deir al-Balah in the central Gaza Strip. There was no immediate comment by the Israeli military,The Hindu International,0
"Israel says troops fighting Hezbollah surrounded key Lebanon town. ""The forces of the 98th Division have completed the encirclement of the town of Bint Jbeil and have begun an assault on it,"" the military's Arabic-language spokesman Colonel Avichay Adraee said on X.",The Hindu International,0
Russia offers to take in Iran's enriched uranium. Failed talks between Iran and the United States over the weekend dashed hopes of a swift deal to permanently end the war that has killed thousands and thrown the global economy into turmoil since it began in late February,The Hindu International,0
"Iran executed at least 1,639 in 2025, more hangings feared: NGOs. The number of executions represented an increase of 6% on the 975 people Iran put to death in 2024, and also included 48 women, Norway-based Iran Human Rights (IHR) and Paris-based Together Against the Death Penalty (ECPM) said in their joint annual report",The Hindu International,0
"U.S., Israel met ‘strategic defeat’ in Iran, says Ambassador Fathali. The Envoy said the U.S. side made ""unlawful"" demands during the talks that led to the negotiations ending without results",The Hindu International,0
"Judge dismisses Trump's $10 billion lawsuit against WSJ, Murdoch over reporting on ties to Epstein. The ruling marks yet another blow in the Trump administration’s efforts to manage fallout over its release of the Epstein files and the President’s attempts to use the legal system to chill reporting he finds critical of him",The Hindu International,0
"India, Oman discuss ways to boost trade, investments. India will reduce tariffs on Omani products such as dates, marbles and petrochemical items, under the Comprehensive Economic Partnership Agreement",The Hindu International,0
"Pope says he will continue to speak out against war after Trump attack. “I don’t ‌want to get into a debate with him,” Pope Leo said; “I don’t think that ‌the message of the ​Gospel is meant to be abused in the way ⁠that some people are doing,” he said",The Hindu International,0
"Nepal journalist arrested for criticising PM Balendra Shah, released after protests. Roshan Pokharel, who ran the YouTube channel ‘Hades,’ was arrested on Thursday (April 9, 2026) in Panchthar district in eastern Nepal",The Hindu International,0
"U.K. will not back blockade of Strait of Hormuz, says PM Starmer. Britain had minesweepers in the ​region, Starmer said, and ‌while he could not discuss operational matters, the military capability was “focused from our point of view on getting the Strait full open”",The Hindu International,0
"Iranian crude returns to India after seven years as tankers dock at key ports. The one-month exemption permitted the sale of Iranian oil already in transit, aimed at easing global supply disruptions and containing prices",The Hindu International,0
"World Bank chief sounds alarm about looming jobs crisis even after war ends. At current trajectories, developing economies will ⁠generate only about 400 million jobs, leaving a deficit of 800 million jobs, for the 1.2 billion people who will reach working ​age in the next 10 to 15 years, World Bank chief Ajay Banga said",The Hindu International,0
"Ukraine, Russia renew drone strikes after Easter truce. An infrastructure facility was hit in the central-eastern Dnipropetrovsk region, Ukrainian authorities said",The Hindu International,0
"4 policemen injured in militant attack on polio team in Pakistan's Khyber Pakhtunkhwa. The injured were shifted to a nearby hospital for treatment, officials said",The Hindu International,0
"Philippines accuses China of poisoning disputed waters. The Philippines' National Security Council alleged the poisoning began last year around Second Thomas Shoal in the Spratly chain, which sits near vital shipping lanes and is reputedly rich in minerals",The Hindu International,0
"South Korea, Poland to upgrade ties as Donald Tusk calls Seoul key ally after U.S.. South ⁠Korean President Lee said the countries would further expand defence ⁠industry cooperation under a $44.2 billion framework pact signed in 2022",The Hindu International,0
Luxury brands face profits squeeze as Iran conflict shrinks Dubai Mall sales. Luxury brands in March reported sales drops of 30-50% at ​the Mall of the Emirates,The Hindu International,0
"Israel approves appointment of new intelligence agency chief. Roman Gofman will ‌start his role ​in June 2026, replacing the ⁠agency's current director David Barnea",The Hindu International,0
"MoS Margherita attends mourning ceremony for late Iranian leader Ayatollah Khamenei. The ceremony was organised by the Iranian embassy on Sunday (April 12, 2026) to pay respect to the departed leader on the 40th day (Chehelum) of his demise",The Hindu International,0
"Slovakia's Fico ready to cooperate with Hungary's new Prime Minister. Under Fico Slovakia has been ‌a close ally of Hungary, with both ​neighbours maintaining warm ties with Moscow, opposing European Union sanctions and keeping up purchases of ⁠Russian oil and gas",The Hindu International,0
"Australia appoints Lt. Gen. Susan Coyle as first woman to lead its Army. Lt. Gen. Susan Coyle, ​the current chief of joint capabilities, will become ⁠Chief of Army in July, the Australian government said",The Hindu International,0
Israel-Iran war updates: U.S. Central Command says it will begin blockade of Iranian ports Monday. The U.S. president said his threat to impose 50% tariffs on goods from countries that sold weapons to Iran was aimed at China,The Hindu International,0
"Poland withdraws from treaty banning antipersonnel mines, will use them to defend against Russia. Poland, which ratified the document in 2012 and completed the destruction of its domestic anti-personnel mine stockpile in 2016, withdrew from the treaty on February 20, 2026 and says it plans to renew manufacturing weapons",The Hindu International,0
"UK seeks jail terms for tech bosses over non-consensual sex images. The Labour government, which holds a working majority in the House of Commons, has tabled an amendment to the Crime and Policing bill currently before parliament",The Hindu International,0
"Peru presidential election results delayed after thousands get one-day voting extension. The problems prompted electoral authorities to allow 63,300 residents of Peru’s capital, Lima, to vote on April 13",The Hindu International,0
"Trump lambasts Pope Leo XIV, extending feud over Iran war with first American pontiff. Pope Leo, who is known for choosing his words carefully, ‌has emerged as an outspoken ​critic of the U.S.-Israeli war on Iran that ⁠began on February 28",The Hindu International,0
Watch: Donald Trump: ‘I’m not a big fan of Pope Leo’,The Hindu International,0
"UK regulators rush to assess risks of latest Anthropic AI model: Report. Anthropic has said the model is being ‌deployed as part of “Project Glasswing”, a controlled initiative under ​which select organisations are permitted to use the unreleased Claude Mythos Preview model",The Hindu International,0
"Pope Leo to begin 10-day Africa tour on mission to spotlight continent's needs. The first U.S. pope heads to Algeria for two days before continuing to Cameroon, Angola and Equatorial Guinea in a whirlwind tour to 11 cities and towns, ‌traversing nearly 18,000 km (11,185 miles) over 18 flights",The Hindu International,0
"Strikes on alleged drug boats kill 5, leave 1 survivor in eastern Pacific, says U.S. military. U.S. Southern Command said it targeted the alleged drug traffickers along known smuggling routes",The Hindu International,0
Watch: Netanyahu: We have thwarted the threat of invasion from Lebanon,The Hindu International,0
Elusive deal: On the Iran-U.S. ceasefire talks. U.S. and Iran must continue diplomatic efforts to end the war,The Hindu International,0
"Cuba’s President warns U.S. against attacking island or trying to depose him. Tensions between Cuba and the U.S. remain high despite both sides acknowledging talks, although no details have been shared",The Hindu International,0
"Bangladesh government starts China outreach, to send 20-member delegation this week. Apart from commercial ties, China is also involved in several major projects in Bangladesh, including the Teesta River Comprehensive Management and Restoration Project",The Hindu International,0
"Easter truce between Ukraine and Russia ends. The truce lasted 32 hours, from 4:00 p.m. (1300 GMT) on April 11 until the end of the day on April 12",The Hindu International,0
"Who is Peter Magyar?: Former Govt insider promising system change in Hungary. A skilful communicator — on social media but also on the campaign trail — the 45-year-old conservative has promised change, vowing to dismantle ""brick by brick"" Mr. Orban's whole political system",The Hindu International,0
"U.S. military says it will start blockade of all ships going to and from Iran on Monday. The blockade will ​be enforced ‌impartially against vessels of all nations entering or departing Iranian ports ‌and coastal areas, including ​all Iranian ports on the Arabian ⁠Gulf and Gulf of Oman, according to CENTCOM",The Hindu International,0
"Hungary elections: Orban concedes 'painful' defeat to conservative Magyar. Mr. Magyar, 45, a political newcomer and former government insider, posted on social media that Mr. Orban ""just called to congratulate us on our victory""",The Hindu International,0
"At least 100 people killed in ‘mistaken’ air force attack on Nigerian market. The air strike was on a village in Yobe State near the border with Borno State, the epicentre of the jihadi insurgency",The Hindu International,0
"Nvidia enters cloud gaming space in India; sets April 16 launch. The service comes at a time of soaring hardware prices, and gambles on Indian gamers’ appetite for high-end games",The Hindu Business,0
"Jakson Group forays into electric three-wheelers, solar kits among others. The Group has marked its entry into the electric mobility segment through investment in a Bengaluru-based company",The Hindu Business,0
"Fuel, fertiliser prices may remain high for prolonged period: IMF, World Bank, IEA. The statement said the situation in West Asia remains very uncertain, and shipping through the Strait of Hormuz is yet to normalise",The Hindu Business,0
Rise in middle class vulnerability. India is lifting its people out of income-based poverty but not moving them ahead for better upward mobility and economic opportunity. A World Bank policy paper proposes shifting welfare analysis from merely counting those below the poverty line to measuring how far people are from a reasonable standard of living.,The Hindu Business,0
Pirojsha Godrej to be new chairperson of Godrej Industries Group,The Hindu Business,0
"BoB, Reliance Jio tie up to facilitate mobile banking on feature phones",The Hindu Business,0
"As blockade begins, 2 tankers arrive to pump in Iran crude. Felicity, a very large crude carrier, reached Sikka on Sunday night with 2 million barrels of oil; while Jaya, another tanker, reached Paradip with another 2 million barrels loaded at Kharg Island",The Hindu Business,0
LIC board okays 1:1 bonus share issue,The Hindu Business,0
"RMZ to invest $35 billion in data centres, AI infrastructure commercial realty",The Hindu Business,0
India will have preferential access to 38 developed countries: Piyush Goyal,The Hindu Business,0
"Coal stock adequate for 90 days available: Union Coal Minister Kishan Reddy. The government is preparing an action plan to extract critical minerals from refrigerators, air-conditioners and others by collecting scrap from every town, Mr. Reddy said",The Hindu Business,0
Retail inflation inches up to 3.4% in March. The retail inflation released by the National Statistics Office (NSO) is based on a new series with a base year 2024,The Hindu Business,0
"Rupee weakens by 56 paise to settle at 93.39 against U.S. dollar. According to forex analysts, uncertainties over the opening of Strait of Hormuz following the U.S. announcement to blockade Iranian ports further intensified withdrawal for foreign capital from domestic equities, weakening the Indian currency.",The Hindu Business,0
"TCS Nashik case: IT employees’ body approaches Labour Ministry, seeks POSH compliance audit in tech firm. NITES urged the Ministry to take “immediate and decisive action” by directing a comprehensive and time-bound audit and inspection",The Hindu Business,0
"Oil jumps 8% to above $100 ahead of U.S. blockade on Strait of Hormuz. President Donald Trump said on Sunday (April 12, 2026) the U.S. Navy would start blockading the Strait of Hormuz, ​raising the stakes after marathon talks with ‌Iran failed to reach a deal to end the war",The Hindu Business,0
"CM Naidu asks Centre to cut regulations to under 100, simplify approvals for industries. Naidu directs officials to cut industrial regulations from over 800 to fewer than 100; permissions and licences for setting up industries should be in single digits, he said",The Hindu Business,0
"Stock markets tumble as failure of U.S.–Iran negotiations fuels concerns. The 50-share NSE Nifty and 30-share BSE Sensex are maintaining trading levels at at 23,749.45 and 76,509.88 points respectively at 11.30 a.m.",The Hindu Business,0
Rapido enters food delivery business in Bengaluru with new app Ownly. The standalone app has a zero-commission and restaurant-first model. Founder Aravind Sanka tells us more about Ownly and how he hopes it will be beneficial for the restaurant and the customer,The Hindu Business,0
"Gold drops as inflation worries linger on failed U.S.-Iran talks. Spot gold ‌was down 0.4% at $4,726.64 per ounce, after hitting its lowest since April 7 ‌earlier in the day at $4,643",The Hindu Business,0
